Merkki,Vuosi,Ajettu,Hinta,Date
Hyundai Ioniq Plug-In (1.6)|2019|37 000|23 000 €|11-2021,2019,37 000,23 000 €,11-2021
Make & model|Year|Mileage|Price|Sold date,Year,Mileage,Price,Sold date
"Hyundai Ioniq Plug-In (1.6) 1,6 plug-in 141 hv 6-DCT Style **RAH.KORKO 0.99% EI MUITA KULUJA|2020|6 000|30 900 €(incl. VAT)|07-2021",2020,6 000,30 900 €(incl. VAT),07-2021
"Hyundai Ioniq Plug-In (1.6) 1,6 plug-in 141 hv 6-DCT Style *rahoitustarjous 0% + kulut*|2020|9 200|31 500 €(incl. VAT)|08-2021",2020,9 200,31 500 €(incl. VAT),08-2021
"Hyundai Ioniq Plug-In (1.6) 1,6 plug-in 141 hv 6-DCT Style **Safety pack**Navigation pack**tummennetut takalasit**2 x renkaat...|2020|11 000|29 890 €|10-2021",2020,11 000,29 890 €,10-2021
Hyundai Ioniq Plug-In (1.6) LED-pack|2020|1 000|28 850 €(incl. VAT)|06-2021,2020,1 000,28 850 €(incl. VAT),06-2021
Hyundai Ioniq Plug-In (1.6) DCT Style WLTP.|2020|13 000|32 800 €|08-2021,2020,13 000,32 800 €,08-2021
"Hyundai Ioniq Plug-In (1.6) 1,6 plug-in 141 hv 6-DCT Style Limited Edition MY20 - Korko 0,99%*, 72 kk ilman käsirahaa! 1000 €:sta S-bonuskirjaus! 2x|2020|15 000|30 990 €(incl. VAT)|07-2021",2020,15 000,30 990 €(incl. VAT),07-2021
"Hyundai Ioniq Plug-In (1.6) 1,6 plug-in 141 hv 6-DCT Style Limited Edition MY20|2020|2 000|29 900 €(incl. VAT)|07-2021",2020,2 000,29 900 €(incl. VAT),07-2021
"Hyundai Ioniq Plug-In (1.6) 1,6 plug-in 141 hv 6-DCT Style Limited Edition MY20 ** 2 x Renkaat alumiinivanteilla **|2020|7 000|29 880 €|08-2021",2020,7 000,29 880 €,08-2021
"Hyundai Ioniq Plug-In (1.6) Hyundai IONIQ PLUG-IN 1,6 plug-in 141 hv 6-DCT Style Ltd Edt|2020|8 000|31 900 €|07-2021",2020,8 000,31 900 €,07-2021
"Hyundai Ioniq Plug-In (1.6) 1,6 plug-in 141 hv 6-DCT Comfort Limited Edition MY20 - Korko 0% ja 2000€ S-bonuskirjaus!|2020|Not specified|32 390 €(incl. VAT)|07-2021",2020,Not specified,32 390 €(incl. VAT),07-2021
"Hyundai Ioniq Plug-In (1.6) 1,6 plug-in 141 hv 6-DCT Style Limited Edition MY20 - Korko 0%**! *2000€ S-bonuskirjaus! *Takuu 5 vuotta!|2020|Not specified|33 990 €(incl. VAT)|05-2021",2020,Not specified,33 990 €(incl. VAT),05-2021
"Hyundai Ioniq Plug-In (1.6) 1,6 plug-in 141 hv 6-DCT Style MY20 ** P-kamera / Navi / KeyLessGo / LED / Hyvät varusteet! **|2020|24 000|25 800 €(incl. VAT)|08-2021",2020,24 000,25 800 €(incl. VAT),08-2021
"Hyundai Ioniq Plug-In (1.6) 1,6 plug-in 141hv / Adaptiivinen vakkari / Navi / Keyless|2020|19 000|27 280 €|07-2021",2020,19 000,27 280 €,07-2021
"Hyundai Ioniq Plug-In (1.6) 1,6 plug-in DCT Style / INFINITY-AUDIO / NAVI / RATIN-LÄMMITIN|2020|4 000|28 800 €|08-2021",2020,4 000,28 800 €,08-2021
"Hyundai Ioniq Plug-In (1.6) Hyundai IONIQ PLUG-IN 1,6 plug-in 141 hv 6-DCT Style|2020|19 000|27 580 €|06-2021",2020,19 000,27 580 €,06-2021
"Hyundai Ioniq Plug-In (1.6) Hyundai IONIQ PLUG-IN 1,6 plug-in 141 hv 6-DCT Style Automaatti / Peruutuskamera / Led-Ajovalot|2020|16 000|27 580 €|05-2021",2020,16 000,27 580 €,05-2021
"Hyundai Ioniq Plug-In (1.6) 1,6 plug-in 141 hv 6-DCT Comfort MY20 ** Huippuvarusteet! / Navi / Muistipenkki ilmastoinnilla / Adapt.vakkari / BLIS **|2020|35 000|26 400 €|10-2021",2020,35 000,26 400 €,10-2021
"Hyundai Ioniq Plug-In (1.6) 1,6 plug-in 141 hv 6-DCT Comfort MY20   #Adaptiivinen vakionopeudensäädin - Korko 2,99% + kulut|2020|6 000|27 290 €|08-2021",2020,6 000,27 290 €,08-2021
Hyundai Ioniq Plug-In (1.6)|2020|20 000|29 790 €(incl. VAT)|06-2021,2020,20 000,29 790 €(incl. VAT),06-2021
Hyundai Ioniq Plug-In (1.6)|2020|13 000|26 900 €|06-2021,2020,13 000,26 900 €,06-2021
"Hyundai Ioniq Plug-In (1.6) 1,6 plug-in 141 hv 6-DCT Style MY20 Navigointi|2020|15 000|27 890 €|08-2021",2020,15 000,27 890 €,08-2021
"Hyundai Ioniq Plug-In (1.6) 1,6 plug-in 141 hv 6-DCT Comfort Limited Edition MY20 **KORKO 0% + KULUT!**|2020|Not specified|31 279 €(incl. VAT)|07-2021",2020,Not specified,31 279 €(incl. VAT),07-2021
"Hyundai Ioniq Plug-In (1.6) 1,6 plug-in 141 hv 6-DCT Style Limited Edition MY20 / Infinity / Adapt.Vakkari / Type2 Lataus|2020|24 000|26 990 €|08-2021",2020,24 000,26 990 €,08-2021
Hyundai Ioniq Plug-In (1.6) DCT Comfort WLTP ** Merkkihuollettu! / Adapt.Vakkari / Kaistavahdit / Kamera / AppleCarPlay **|2020|16 400|26 800 €(incl. VAT)|07-2021,2020,16 400,26 800 €(incl. VAT),07-2021
"Hyundai Ioniq Plug-In (1.6) Hyundai IONIQ PLUG-IN 1,6 plug-in 141 hv 6-DCT Style MY20|2020|19 000|26 880 €|08-2021",2020,19 000,26 880 €,08-2021
"Hyundai Ioniq Plug-In (1.6) 1,6 plug-in 141 hv 6-DCT Style Limited Edition MY20 // LED / ADAPT. VAKKARI / KAISTAVAHTI / VÄHÄN AJETTU|2020|4 000|26 900 €|08-2021",2020,4 000,26 900 €,08-2021
"Hyundai Ioniq Plug-In (1.6) Hyundai IONIQ PLUG-IN 1,6 plug-in 141 hv 6-DCT Comfort Limited|2020|2 000|30 800 €|07-2021",2020,2 000,30 800 €,07-2021
Hyundai Ioniq Plug-In (1.6) 1.6 plug-in 141 hv 6-DCT Comfort.|2020|12 000|31 900 €(incl. VAT)|07-2021,2020,12 000,31 900 €(incl. VAT),07-2021
"Hyundai Ioniq Plug-In (1.6) 1,6 plug-in 141 hv 6-DCT Style MY20|2020|18 000|28 900 €|08-2021",2020,18 000,28 900 €,08-2021
"Hyundai Ioniq Plug-In (1.6) 1,6 plug-in 141 hv 6-DCT Style Limited Edition MY20|2020|2 000|29 900 €(incl. VAT)|08-2021",2020,2 000,29 900 €(incl. VAT),08-2021
"Hyundai Ioniq Plug-In (1.6) DCT Comfort * Adap vakkari * Per kamera * Kaistavahti * *** 6kk korotonta!, J. kotiintoimitus|2020|14 000|25 900 €|09-2021",2020,14 000,25 900 €,09-2021
"Hyundai Ioniq Plug-In (1.6) 1,6 141 hv 6-DCT Premium MY20 ** Adapt. Vakkari / Navi / Kaistavahti / P.kamera / Koukku / Ilmastoidut penkit **|2020|17 000|27 600 €|08-2021",2020,17 000,27 600 €,08-2021
"Hyundai Ioniq Plug-In (1.6) Hyundai IONIQ PLUG-IN 1,6 plug-in 141 hv 6-DCT Style Automaatti / Peruutuskamera / Led-Ajovalot|2020|19 000|27 580 €|08-2021",2020,19 000,27 580 €,08-2021
"Hyundai Ioniq Plug-In (1.6) 1,6 plug-in 141 hv 6-DCT Style MY20 - ** RAHOITUSKORKO 1,49% ** - Digimittaristo / Navi / Kamera / Adapt.Cruise / eCall|2020|13 000|26 870 €(incl. VAT)|09-2021",2020,13 000,26 870 €(incl. VAT),09-2021
"Hyundai Ioniq Plug-In (1.6) 1,6 plug-in 141 hv 6-DCT Comfort ** Digimittaristo / Adapt.Vakkari / Navi / P.Kamera **|2020|19 000|25 900 €|10-2021",2020,19 000,25 900 €,10-2021
Hyundai Ioniq Plug-In (1.6)|2020|26 000|27 900 €|11-2021,2020,26 000,27 900 €,11-2021
Hyundai Ioniq Plug-In (1.6) Premium Plug-In Hybrid / Facelift / Vetokoukku / Ilmastoidut nahkapenkit / Blue Link /|2020|11 000|27 890 €|10-2021,2020,11 000,27 890 €,10-2021
"Hyundai Ioniq Plug-In (1.6) 1,6 plug-in 141 hv 6-DCT Premium|2020|15 000|28 880 €|09-2021",2020,15 000,28 880 €,09-2021
"Hyundai Ioniq Plug-In (1.6) 1,6 plug-in 141 hv 6-DCT Premium|2020|17 000|28 880 €|10-2021",2020,17 000,28 880 €,10-2021
"Hyundai Ioniq Plug-In (1.6) 1,6 plug-in 141 hv 6-DCT Comfort MY20 ** Adapt.Vakkari / Kaistavahdit / BLIS / Kamera / Tutkat / CarPlay / ALV **|2020|480|26 900 €(incl. VAT)|10-2021",2020,480,26 900 €(incl. VAT),10-2021
Hyundai Ioniq Plug-In (1.6)|2020|26 000|26 900 €|10-2021,2020,26 000,26 900 €,10-2021
"Hyundai Ioniq Plug-In (1.6) 1,6 plug-in 141 hv 6-DCT Comfort MY20 / Adapt.Vakkari / Ratinlämmitys / P-Kamera|2020|9 000|26 900 €|10-2021",2020,9 000,26 900 €,10-2021
"Hyundai Ioniq Plug-In (1.6) 1,6 plug-in 141 hv 6-DCT Style MY20 - Koukku / Adapt.Vakkari / Carplay / Tuuletetut istuimet / LED / Navi|2020|15 500|26 870 €|10-2021",2020,15 500,26 870 €,10-2021
"Hyundai Ioniq Plug-In (1.6) 1,6 plug-in 141 hv 6-DCT Comfort ** Digimittaristo / Adapt.Vakkari / Navi / P.Kamera **|2020|19 000|25 900 €|10-2021",2020,19 000,25 900 €,10-2021
"Hyundai Ioniq Plug-In (1.6) 1,6 plug-in 141 hv 6-DCT Comfort MY20 ** Tulossa! **|2020|37 000|25 900 €(incl. VAT)|11-2021",2020,37 000,25 900 €(incl. VAT),11-2021
Hyundai Ioniq Plug-In (1.6) Plug-in Hybrid Premium #UusinKoppa #Bluelink #Takuu #Navi #MukautuvaVakkari #Peruutuskamera #Taloudellinen|2020|26 000|27 900 €|10-2021,2020,26 000,27 900 €,10-2021
"Hyundai Ioniq Plug-In (1.6) 1,6 plug-in 141 hv 6-DCT Comfort MY20 ** Juuri tullut / Adapt.Vakkari / P-kamera / P-Tutka **|2020|7 000|26 800 €(incl. VAT)|11-2021",2020,7 000,26 800 €(incl. VAT),11-2021
"Hyundai Ioniq Plug-In (1.6) 1,6 plug-in 141 hv 6-DCT Comfort ** ALV / Adapt. Cruise / Kaistavahti / Peruutuskamera / LED **|2020|7 000|26 900 €(incl. VAT)|11-2021",2020,7 000,26 900 €(incl. VAT),11-2021
"Hyundai Ioniq Plug-In (1.6) 1,6 plug-in 141 hv ** Kaistavahti / P. kamera / Bluetooth / Aktiiviset ajovalot **|2020|8 000|26 800 €(incl. VAT)|11-2021",2020,8 000,26 800 €(incl. VAT),11-2021
Hyundai Ioniq Plug-In (1.6)|2020|34 000|26 900 €|11-2021,2020,34 000,26 900 €,11-2021
Make & model|Year|Mileage|Price|Sold date,Year,Mileage,Price,Sold date
"Hyundai Ioniq Plug-In (1.6) 1,6 plug-in 141 hv 6-DCT Style Limited Edition MY20*Huippuvarusteinen plugari* *** J. kotiintoimitus|2020|29 000|27 900 €|11-2021",2020,29 000,27 900 €,11-2021
"Hyundai Ioniq Plug-In (1.6) Hybrid - Black Friday korkotarjous tähän autoon 0,99% + kulut!!|2020|5 000|27 900 €(incl. VAT)|11-2021",2020,5 000,27 900 €(incl. VAT),11-2021
Hyundai Ioniq Plug-In (1.6)|2020|19 000|27 900 €|11-2021,2020,19 000,27 900 €,11-2021
"Hyundai Ioniq Plug-In (1.6) 1,6 plug-in 141 hv 6-DCT Comfort MY20 ** ACC / Kaistavahti / Peruutuskamera / AppleCarPlay **|2020|4 000|26 800 €(incl. VAT)|11-2021",2020,4 000,26 800 €(incl. VAT),11-2021
Hyundai Ioniq Plug-In (1.6) DCT Style **BLACK WEEK tarjous!! Korko 0% ilman kuluja**|2020|5 000|27 900 €(incl. VAT)|11-2021,2020,5 000,27 900 €(incl. VAT),11-2021
Hyundai Ioniq Plug-In (1.6) DCT Style ** BLACK WEEK Rahoitustarjous 0% ei kuluja ! **|2020|9 000|27 900 €(incl. VAT)|11-2021,2020,9 000,27 900 €(incl. VAT),11-2021
Hyundai Ioniq Plug-In (1.6)|2020|5 000|27 900 €(incl. VAT)|11-2021,2020,5 000,27 900 €(incl. VAT),11-2021
Hyundai Ioniq Plug-In (1.6) DCT Style ** BLACK WEEK Rahoitustarjous 0% ei kuluja ! **|2020|6 000|27 900 €(incl. VAT)|11-2021,2020,6 000,27 900 €(incl. VAT),11-2021
Hyundai Ioniq Plug-In (1.6) DCT Style ** BLACK WEEK Rahoitustarjous 0% ei kuluja ! **|2020|6 000|27 900 €(incl. VAT)|11-2021,2020,6 000,27 900 €(incl. VAT),11-2021
"Hyundai Ioniq Plug-In (1.6) 1,6 plug-in 141 hv 6-DCT Style Limited Edition MY20|2020|14 000|30 990 €|11-2021",2020,14 000,30 990 €,11-2021
Hyundai Ioniq Plug-In (1.6) DCT Style ** BLACK WEEK Rahoitustarjous 0% ei kuluja ! **|2020|6 000|27 900 €(incl. VAT)|11-2021,2020,6 000,27 900 €(incl. VAT),11-2021
Make & model|Year|Mileage|Price|Sold date,Year,Mileage,Price,Sold date
"Hyundai Ioniq Plug-In (1.6) Hyundai IONIQ PLUG-IN 1,6 plug-in 141 hv 6-DCT Comfort Limited|2021|Not specified|30 650 €|08-2021",2021,Not specified,30 650 €,08-2021
"Hyundai Ioniq Plug-In (1.6) 1,6 plug-in 141 hv 6-DCT Comfort Limited Edition MY20 ** Led-Pack * Met.väri **|2021|Not specified|30 490 €|07-2021",2021,Not specified,30 490 €,07-2021
Hyundai Ioniq Plug-In (1.6)|2021|Not specified|31 813 €(incl. VAT)|06-2021,2021,Not specified,31 813 €(incl. VAT),06-2021
Hyundai Ioniq Plug-In (1.6) LED-pack|2021|Not specified|29 990 €(incl. VAT)|06-2021,2021,Not specified,29 990 €(incl. VAT),06-2021
"Hyundai Ioniq Plug-In (1.6) 1,6 plug-in 141 hv 6-DCT Comfort Limited Edition #Led ajovalot #Navi *** Tähän autoon 0% korko + kulut|2021|Not specified|31 200 €|08-2021",2021,Not specified,31 200 €,08-2021
"Hyundai Ioniq Plug-In (1.6) 1,6 plug-in 141 hv 6-DCT Comfort Limited Edition MY20 #Navi-pack #Led-pack *** Tähän autoon 0% korko + kulut|2021|Not specified|30 900 €(incl. VAT)|07-2021",2021,Not specified,30 900 €(incl. VAT),07-2021
"Hyundai Ioniq Plug-In (1.6) 1,6 plug-in 141 hv 6-DCT Comfort Limited Edition MY20 - Korko 0%* ja 2000€ S-bonuskirjaus!|2021|Not specified|31 900 €(incl. VAT)|08-2021",2021,Not specified,31 900 €(incl. VAT),08-2021
Hyundai Ioniq Plug-In (1.6)|2021|Not specified|31 813 €(incl. VAT)|06-2021,2021,Not specified,31 813 €(incl. VAT),06-2021
"Hyundai Ioniq Plug-In (1.6) 1,6 plug-in 141 hv 6-DCT Comfort Limited Edition MY20 *** Tähän autoon 0% korko + kulut|2021|Not specified|31 800 €(incl. VAT)|07-2021",2021,Not specified,31 800 €(incl. VAT),07-2021
"Hyundai Ioniq Plug-In (1.6) Hyundai IONIQ PLUG-IN 1,6 plug-in 141 hv 6-DCT Comfort Limited|2021|Not specified|31 800 €|07-2021",2021,Not specified,31 800 €,07-2021
Hyundai Ioniq Plug-In (1.6) DCT Comfort Limited Edition Led & Navi Pack MYYTY|2021|150|30 990 €|07-2021,2021,150,30 990 €,07-2021
Hyundai Ioniq Plug-In (0) DCT Comfort Limited Edition MYYTY|2021|2|29 900 €|08-2021,2021,2,29 900 €,08-2021
"Hyundai Ioniq Plug-In (1.6) Hyundai IONIQ PLUG-IN 1,6 plug-in 141 hv 6-DCT Comfort Automaatti / Navigointi / Peruutustutkat / Kaistavahti ++|2021|3 000|26 980 €|09-2021",2021,3 000,26 980 €,09-2021
Hyundai Ioniq Plug-In (1.6) #Webasto #SUOMI-auto|2021|36 000|26 850 €(incl. VAT)|10-2021,2021,36 000,26 850 €(incl. VAT),10-2021
"Hyundai Ioniq Plug-In (1.6) 1,6 plug-in 141 hv 6-DCT Comfort Limited MY21 #Webasto #SUOMI-auto|2021|36 000|26 850 €(incl. VAT)|11-2021",2021,36 000,26 850 €(incl. VAT),11-2021
Make & model|Year|Mileage|Price|Sold date,Year,Mileage,Price,Sold date
Hyundai Ioniq Electric (0) MY21 38 kWh 136 hv Style* Bluelink- etähallintajärjestelmä*|2021|2 000|39 900 €|10-2021,2021,2 000,39 900 €,10-2021
Hyundai Ioniq Electric (0) 73 kWh Style Vision Pack|2021|2|54 479 €|08-2021,2021,2,54 479 €,08-2021
Hyundai Ioniq Electric (0) MY21 38 kWh 136 hv Style #Tähän autoon saatavilla 6000€ Triplaetu! *** Tähän autoon 0% korko + kulut|2021|Not specified|42 200 €|09-2021,2021,Not specified,42 200 €,09-2021
Hyundai Ioniq Electric (0) MY21 38 kWh 136 hv Style - Hankintatuki triplana - Korko 0%* ja 2000€ S-bonuskirjaus!|2021|Not specified|36 800 €(incl. VAT)|09-2021,2021,Not specified,36 800 €(incl. VAT),09-2021
Hyundai Ioniq Electric (0) MY21 38 kWh 136 hv Style - Hankintatuki triplana - Korko 0%* ja 2000€ S-bonuskirjaus|2021|Not specified|36 800 €(incl. VAT)|09-2021,2021,Not specified,36 800 €(incl. VAT),09-2021
"Hyundai Ioniq Electric (0) MY21 38 kWh 136 hv Style **6000€ ALENNUS, 0% KORKO + KULUT!**|2021|Not specified|36 831 €(incl. VAT)|09-2021",2021,Not specified,36 831 €(incl. VAT),09-2021
Hyundai Ioniq Electric (0)|2021|3 000|36 800 €|11-2021,2021,3 000,36 800 €,11-2021
"Hyundai Ioniq Electric (0) 38 kWh 136 hv Style NAVI (MY21) *SYKSYN MYÖTÄTUULIIN! Korko alk. 0,99%!!* PENSASPUPU SUOSITTELEE*|2021|8 000|32 890 €|09-2021",2021,8 000,32 890 €,09-2021
"Hyundai Ioniq Electric (0) 38 kWh 136 hv Style NAVI (MY21) *XBILIN SÄHKÖISET EDUT! KORKO alk. 0,99% + X-EDUT!* *KARMIVA HALLOWEEN! Korko alk. 0,99%|2021|8 000|32 890 €|11-2021",2021,8 000,32 890 €,11-2021
Hyundai Ioniq Electric (0) 38 kWh 136 hv Style / Huippuvarusteet! / Ilmastoidut etuistuimet / Infinity / Kattoluukku / ACC / jne.|2021|700|35 490 €(incl. VAT)|10-2021,2021,700,35 490 €(incl. VAT),10-2021
"Hyundai Ioniq Electric (0) MY21 38 kWh 136 hv Style **BLUELINK ETÄOHJAUS, KORKO 0% + KULUT, 6000€ ALENNUS!**|2021|Not specified|35 758 €(incl. VAT)|10-2021",2021,Not specified,35 758 €(incl. VAT),10-2021
Hyundai Ioniq Electric (0) Navi-pack Ajamaton&rekisteröimätön|2021|Not specified|35 450 €(incl. VAT)|11-2021,2021,Not specified,35 450 €(incl. VAT),11-2021
Make & model|Year|Mileage|Price|Sold date,Year,Mileage,Price,Sold date
Hyundai Ioniq Electric (0) MY20 38 kWh 136 hv Style|2020|3 500|33 500 €(incl. VAT)|09-2021,2020,3 500,33 500 €(incl. VAT),09-2021
Hyundai Ioniq Electric (0) Style MY20|2020|6 000|31 880 €|07-2021,2020,6 000,31 880 €,07-2021
Hyundai Ioniq Electric (0) MY20 38 kWh 136 hv Style|2020|31 000|27 900 €|05-2021,2020,31 000,27 900 €,05-2021
Hyundai Ioniq Electric (0) MY20 38kWh 136hv Style - Suoraan 1. omistajalta|2020|7 300|29 900 €|06-2021,2020,7 300,29 900 €,06-2021
"Hyundai Ioniq Electric (0) MY20 38 kWh 136 hv Style - Triplaa etusi, etusi -6000€ - Korko 0% ja 2000€ S-bonuskirjaus!|2020|Not specified|36 790 €(incl. VAT)|07-2021",2020,Not specified,36 790 €(incl. VAT),07-2021
Hyundai Ioniq Electric (0) Hyundai IONIQ ELECTRIC MY20 38 kWh 136 hv|2020|450|35 900 €|07-2021,2020,450,35 900 €,07-2021
Hyundai Ioniq Electric (0)|2020|53 000|28 900 €|06-2021,2020,53 000,28 900 €,06-2021
Hyundai Ioniq Electric (0)|2020|35 000|28 900 €|09-2021,2020,35 000,28 900 €,09-2021
Hyundai Ioniq Electric (0) MY20 38 kWh 136 hv Style **Isommalla akulla** / Digimittaristo / Navi / Pilot Assist / Peruutuskamera / Led-Valot /|2020|5 000|30 790 €|08-2021,2020,5 000,30 790 €,08-2021
"Hyundai Ioniq Electric (0) Premium 28 kWh // Kaikilla varusteilla // - ""Hullut avajaistarjoukset!""|2020|7 000|29 950 €(incl. VAT)|07-2021",2020,7 000,29 950 €(incl. VAT),07-2021
"Hyundai Ioniq Electric (0) Premium 28 kWh // Avajaistarjous 1,89% korko / Ilmalämpöpumppu / Nahkat / Muistipenkki // - ""Hullut avajaistarjoukset!""|2020|6 059|27 850 €(incl. VAT)|08-2021",2020,6 059,27 850 €(incl. VAT),08-2021
"Hyundai Ioniq Electric (0) Style NAVI 38 kWh 136hv Polar Edt (MY20) *LYÖMÄTTÖMÄT X-EDUT! Korko alk. 0,99%!* DURACELL-PANDA!*|2020|22 000|31 890 €|07-2021",2020,22 000,31 890 €,07-2021
Hyundai Ioniq Electric (0) Style ** Vaihtoehto uudelle ! / Navi / LED / Adapt.Vakkari / Infinity **|2020|47|26 800 €(incl. VAT)|08-2021,2020,47,26 800 €(incl. VAT),08-2021
Hyundai Ioniq Electric (0) Style Electric / Juuri saapunut / Navi / Adapt vakkari / Peruutuskamera / Infinity-audio / Kaistavahti /|2020|4 000|25 900 €(incl. VAT)|10-2021,2020,4 000,25 900 €(incl. VAT),10-2021
Hyundai Ioniq Electric (0) MY 20 Style / Facelift / Pilot Assist / Infinity-Audio / P.Kamera / Ilmalämpöpumppu /|2020|3 000|29 900 €|08-2021,2020,3 000,29 900 €,08-2021
"Hyundai Ioniq Electric (0) 28 kWh Style (MY19) **ILP, KATTOLUUKKU, LÄMMITETTÄVÄ RATTI!**|2020|9 000|25 900 €(incl. VAT)|09-2021",2020,9 000,25 900 €(incl. VAT),09-2021
Hyundai Ioniq Electric (0) MY20 38 kWh 136 hv Style ** SCC / Navi / Digimittaristo / Smart Key / Infinity / AndroidAuto & AppleCarPlay **|2020|11 000|30 890 €|09-2021,2020,11 000,30 890 €,09-2021
Hyundai Ioniq Electric (0) Hyundai IONIQ electric comfort ** Juuri tullut /  Adapt.cruise / Keylessgo / Navi / P-kamera / Infinity-audio **|2020|13 000|28 900 €|09-2021,2020,13 000,28 900 €,09-2021
Hyundai Ioniq Electric (0) MY20 38 kWh 136 hv Premium // Facelift / Ilmastoidut etupenkit / Infinity-audio / Kattoluukku //|2020|6 150|32 880 €(incl. VAT)|10-2021,2020,6 150,32 880 €(incl. VAT),10-2021
"Hyundai Ioniq Electric (0) EV 88kw Style **Adaptive Cruise, 2-renkaa, NAVI, Peruutuskamera, LED-Ajovalot**|2020|17 000|30 850 €|10-2021",2020,17 000,30 850 €,10-2021
Hyundai Ioniq Electric (0) 38 kWh 136 hv Premium MY20|2020|6 000|35 900 €(incl. VAT)|09-2021,2020,6 000,35 900 €(incl. VAT),09-2021
Hyundai Ioniq Electric (0) 38 kWh 136 hv Style ** Facelift - Adapt.vakkari - Keyless - Ilmastoidut istuimet ** **** LänsiAuto Safe -sopimus hintaan|2020|19 000|30 900 €|09-2021,2020,19 000,30 900 €,09-2021
Hyundai Ioniq Electric (0) MY20 38 kWh 136 hv Style ** SCC / Navi / Digimittaristo / Smart Key / Infinity / AndroidAuto & AppleCarPlay **|2020|11 000|30 890 €|10-2021,2020,11 000,30 890 €,10-2021
Hyundai Ioniq Electric (0) MY20 38 kWh 136 hv Style|2020|31 000|26 900 €|09-2021,2020,31 000,26 900 €,09-2021
Hyundai Ioniq Electric (0) 38 kWh 136 hv Premium MY20|2020|6 000|35 900 €(incl. VAT)|11-2021,2020,6 000,35 900 €(incl. VAT),11-2021
Hyundai Ioniq Electric (0) Style / Ilmalämpöpumppu / Ratin lämmitin / Adapt.Vakkari / P.Kamera /|2020|4 000|24 900 €(incl. VAT)|10-2021,2020,4 000,24 900 €(incl. VAT),10-2021
Hyundai Ioniq Electric (0) Premium ** Huippu varusteet! / Digimittari / Navi / P-Kamera / ACC / Ilmastoidut etuistuimet / ALV / Nahkasisusta **|2020|255|34 900 €(incl. VAT)|10-2021,2020,255,34 900 €(incl. VAT),10-2021
Hyundai Ioniq Electric (0) MY20 38 kWh 136 hv Style / Blue-Link / Ilmastoidut penkit / Adapt. vakkari / Navi / Carplay /|2020|4 000|31 800 €|11-2021,2020,4 000,31 800 €,11-2021
Hyundai Ioniq Electric (0) Style 88kw - Vaihtoehto uudelle! / Adapt.vakkari / Infinity sound / CarPlay / Navi / Kaistavahti|2020|1 700|26 370 €(incl. VAT)|10-2021,2020,1 700,26 370 €(incl. VAT),10-2021
Hyundai Ioniq Electric (0) MY20 Premium Elektro / Ilmalämpöpumppu / Navi / Adapt vakkari / Peruutuskamera / Aktiv kaistavahti /|2020|10 000|33 890 €|11-2021,2020,10 000,33 890 €,11-2021
"Hyundai Ioniq Electric (0) MY20 38 kWh 136 hv Style // 0% Korko / Lämpöpumppu / Kaistavahti / Muistipenkit / A-vakkari / 2x renkaat // - ""!!! 0 KOR|2020|41 000|28 750 €|11-2021",2020,41 000,28 750 €,11-2021
Hyundai Ioniq Electric (0) Premium ** ALV / Ilmalämpöpumppu / Adapt. Cruise / BLIS / Navi / Infinity / Peruutuskamera / Ilmastoidut etuistuimet /|2020|2 000|27 900 €(incl. VAT)|11-2021,2020,2 000,27 900 €(incl. VAT),11-2021
"Hyundai Ioniq Electric (0) 38kWh Facelift Style MY20 1,99% korolla|2020|45 600|27 500 €|11-2021",2020,45 600,27 500 €,11-2021
"Hyundai Ioniq Electric (0) 38 kWh 136 hv Style **ILMALÄMPÖPUMPPU, BLUELINK ETÄOHJAUS!**|2020|19 000|29 400 €|11-2021",2020,19 000,29 400 €,11-2021
Make & model|Year|Mileage|Price|Sold date,Year,Mileage,Price,Sold date
Hyundai Ioniq Electric (0) Comfort EV ** Navi / Kamera / Adapt. Cruise ** **** LänsiAuto Safe -sopimus hintaan 590e ****|2019|18 736|24 500 €(incl. VAT)|11-2021,2019,18 736,24 500 €(incl. VAT),11-2021
Hyundai Ioniq Electric (0) Comfort / Peruutuskamera / Navigointi / Adap.vakionopeudensäädin|2019|22 000|24 800 €|07-2021,2019,22 000,24 800 €,07-2021
Hyundai Ioniq Electric (0) Comfort|2019|58 000|23 269 €|07-2021,2019,58 000,23 269 €,07-2021
Hyundai Ioniq Electric (0) Style Premium Black Edition (MY19)|2019|48 500|23 500 €|10-2021,2019,48 500,23 500 €,10-2021
Hyundai Ioniq Electric (0) Style // Adapt.vakkari / Keyless / Infinity äänentoisto / Puhelimen langaton lataus //|2019|1 100|26 190 €|07-2021,2019,1 100,26 190 €,07-2021
"Hyundai Ioniq Electric (0) Style, Kamera, Navigointi|2019|40 000|23 890 €(incl. VAT)|06-2021",2019,40 000,23 890 €(incl. VAT),06-2021
Hyundai Ioniq Electric (0) 28 kWh 120 hv Comfort|2019|17 000|25 900 €|07-2021,2019,17 000,25 900 €,07-2021
"Hyundai Ioniq Electric (0) EV Premium Business NAVI (MY19) *LYÖMÄTTÖMÄT X-EDUT! Korko alk. 0,99%!!* KOREAN AALTO*|2019|33 000|27 890 €(incl. VAT)|07-2021",2019,33 000,27 890 €(incl. VAT),07-2021
